price_date,province_id,province_name,commodity_name,price,price_change,price_change_text,percentage_change,previous_date_text,source
2026-02-27,21,Kalimantan Selatan,Cabai Rawit,54600.0,-1850.0,-Rp1850,-3.28,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,21,Kalimantan Selatan,Cabai Rawit,67100.0,850.0,Rp850,1.28,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,21,Kalimantan Selatan,Cabai Rawit,48550.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,21,Kalimantan Selatan,Cabai Rawit,66650.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,22,Kalimantan Tengah,Cabai Rawit,48750.0,-1250.0,-Rp1250,-2.5,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,22,Kalimantan Tengah,Cabai Rawit,53750.0,-2200.0,-Rp2200,-3.93,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,22,Kalimantan Tengah,Cabai Rawit,33450.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,22,Kalimantan Tengah,Cabai Rawit,60950.0,3400.0,Rp3400,5.91,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,22,Kalimantan Tengah,Cabai Rawit,81250.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,22,Kalimantan Tengah,Cabai Rawit,56900.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,22,Kalimantan Tengah,Cabai Rawit,75950.0,-950.0,-Rp950,-1.24,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,22,Kalimantan Tengah,Cabai Rawit,91600.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,22,Kalimantan Tengah,Cabai Rawit,68750.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,22,Kalimantan Tengah,Cabai Rawit,83800.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,23,Kalimantan Timur,Cabai Rawit,47700.0,-900.0,-Rp900,-1.85,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,23,Kalimantan Timur,Cabai Rawit,44550.0,-200.0,-Rp200,-0.45,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,23,Kalimantan Timur,Cabai Rawit,39400.0,1050.0,Rp1050,2.74,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,23,Kalimantan Timur,Cabai Rawit,51900.0,7200.0,Rp7200,16.11,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,23,Kalimantan Timur,Cabai Rawit,53950.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,23,Kalimantan Timur,Cabai Rawit,55000.0,-1250.0,-Rp1250,-2.22,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,23,Kalimantan Timur,Cabai Rawit,82900.0,-3350.0,-Rp3350,-3.88,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,23,Kalimantan Timur,Cabai Rawit,78500.0,800.0,Rp800,1.03,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,23,Kalimantan Timur,Cabai Rawit,61450.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,23,Kalimantan Timur,Cabai Rawit,82100.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,24,Kalimantan Utara,Cabai Rawit,70950.0,-7800.0,-Rp7800,-9.9,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,24,Kalimantan Utara,Cabai Rawit,65350.0,-300.0,-Rp300,-0.46,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,24,Kalimantan Utara,Cabai Rawit,63450.0,600.0,Rp600,0.95,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,24,Kalimantan Utara,Cabai Rawit,72500.0,1550.0,Rp1550,2.18,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,24,Kalimantan Utara,Cabai Rawit,86900.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,24,Kalimantan Utara,Cabai Rawit,89400.0,5950.0,Rp5950,7.13,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,24,Kalimantan Utara,Cabai Rawit,97850.0,-900.0,-Rp900,-0.91,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,24,Kalimantan Utara,Cabai Rawit,131900.0,-8100.0,-Rp8100,-5.79,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,24,Kalimantan Utara,Cabai Rawit,75450.0,-7400.0,-Rp7400,-8.93,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,24,Kalimantan Utara,Cabai Rawit,110200.0,5400.0,Rp5400,5.15,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,9,Kepulauan Bangka Belitung,Cabai Rawit,55200.0,1200.0,Rp1200,2.22,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,9,Kepulauan Bangka Belitung,Cabai Rawit,58900.0,200.0,Rp200,0.34,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,9,Kepulauan Bangka Belitung,Cabai Rawit,54000.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,9,Kepulauan Bangka Belitung,Cabai Rawit,72300.0,14900.0,Rp14900,25.96,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,9,Kepulauan Bangka Belitung,Cabai Rawit,76750.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,9,Kepulauan Bangka Belitung,Cabai Rawit,65500.0,-50.0,-Rp50,-0.08,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,9,Kepulauan Bangka Belitung,Cabai Rawit,64650.0,-4050.0,-Rp4050,-5.9,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,9,Kepulauan Bangka Belitung,Cabai Rawit,72700.0,600.0,Rp600,0.83,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,9,Kepulauan Bangka Belitung,Cabai Rawit,60100.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,9,Kepulauan Bangka Belitung,Cabai Rawit,85000.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,5,Kepulauan Riau,Cabai Rawit,47900.0,2250.0,Rp2250,4.93,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,5,Kepulauan Riau,Cabai Rawit,44800.0,-750.0,-Rp750,-1.65,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,5,Kepulauan Riau,Cabai Rawit,41600.0,-350.0,-Rp350,-0.83,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,5,Kepulauan Riau,Cabai Rawit,78650.0,24150.0,Rp24150,44.31,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,5,Kepulauan Riau,Cabai Rawit,91750.0,250.0,Rp250,0.27,31 Des 25,PIHPS Bank Indonesia
2026-01-30,5,Kepulauan Riau,Cabai Rawit,63050.0,450.0,Rp450,0.72,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,5,Kepulauan Riau,Cabai Rawit,67850.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,5,Kepulauan Riau,Cabai Rawit,56100.0,-300.0,-Rp300,-0.53,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,5,Kepulauan Riau,Cabai Rawit,60000.0,-150.0,-Rp150,-0.25,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,5,Kepulauan Riau,Cabai Rawit,72100.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,10,Lampung,Cabai Rawit,36100.0,600.0,Rp600,1.69,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,10,Lampung,Cabai Rawit,36900.0,-500.0,-Rp500,-1.34,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,10,Lampung,Cabai Rawit,29350.0,350.0,Rp350,1.21,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,10,Lampung,Cabai Rawit,56300.0,10700.0,Rp10700,23.46,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,10,Lampung,Cabai Rawit,67200.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,10,Lampung,Cabai Rawit,54400.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,10,Lampung,Cabai Rawit,52450.0,-4350.0,-Rp4350,-7.66,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,10,Lampung,Cabai Rawit,53350.0,750.0,Rp750,1.43,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,10,Lampung,Cabai Rawit,54250.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,10,Lampung,Cabai Rawit,64200.0,-7650.0,-Rp7650,-10.65,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,31,Maluku,Cabai Rawit,71900.0,-18750.0,-Rp18750,-20.68,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,31,Maluku,Cabai Rawit,65650.0,-1250.0,-Rp1250,-1.87,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,31,Maluku,Cabai Rawit,60650.0,1250.0,Rp1250,2.1,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,31,Maluku,Cabai Rawit,75000.0,2500.0,Rp2500,3.45,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,31,Maluku,Cabai Rawit,102500.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,31,Maluku,Cabai Rawit,87850.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,31,Maluku,Cabai Rawit,94700.0,-1550.0,-Rp1550,-1.61,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,31,Maluku,Cabai Rawit,153150.0,1250.0,Rp1250,0.82,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,31,Maluku,Cabai Rawit,79100.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,31,Maluku,Cabai Rawit,84100.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,32,Maluku Utara,Cabai Rawit,92500.0,-2500.0,-Rp2500,-2.63,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,32,Maluku Utara,Cabai Rawit,90000.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,32,Maluku Utara,Cabai Rawit,80000.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,32,Maluku Utara,Cabai Rawit,65000.0,0.0,Rp0,0.0,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,32,Maluku Utara,Cabai Rawit,87500.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,32,Maluku Utara,Cabai Rawit,80000.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,32,Maluku Utara,Cabai Rawit,87500.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,32,Maluku Utara,Cabai Rawit,145000.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,32,Maluku Utara,Cabai Rawit,85000.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,32,Maluku Utara,Cabai Rawit,105000.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,18,Nusa Tenggara Barat,Cabai Rawit,25900.0,-600.0,-Rp600,-2.26,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,18,Nusa Tenggara Barat,Cabai Rawit,23300.0,-250.0,-Rp250,-1.06,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,18,Nusa Tenggara Barat,Cabai Rawit,21500.0,-300.0,-Rp300,-1.38,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,18,Nusa Tenggara Barat,Cabai Rawit,45300.0,18200.0,Rp18200,67.16,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,18,Nusa Tenggara Barat,Cabai Rawit,51050.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,18,Nusa Tenggara Barat,Cabai Rawit,52050.0,2800.0,Rp2800,5.69,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,18,Nusa Tenggara Barat,Cabai Rawit,83450.0,1550.0,Rp1550,1.89,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,18,Nusa Tenggara Barat,Cabai Rawit,77800.0,-3150.0,-Rp3150,-3.89,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,18,Nusa Tenggara Barat,Cabai Rawit,59400.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,18,Nusa Tenggara Barat,Cabai Rawit,71900.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,19,Nusa Tenggara Timur,Cabai Rawit,62300.0,0.0,Rp0,0.0,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,19,Nusa Tenggara Timur,Cabai Rawit,58350.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,19,Nusa Tenggara Timur,Cabai Rawit,56500.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,19,Nusa Tenggara Timur,Cabai Rawit,45850.0,0.0,Rp0,0.0,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,19,Nusa Tenggara Timur,Cabai Rawit,58100.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,19,Nusa Tenggara Timur,Cabai Rawit,67700.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,19,Nusa Tenggara Timur,Cabai Rawit,65850.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,19,Nusa Tenggara Timur,Cabai Rawit,79800.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,19,Nusa Tenggara Timur,Cabai Rawit,80000.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,19,Nusa Tenggara Timur,Cabai Rawit,70000.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,33,Papua,Cabai Rawit,77200.0,-2100.0,-Rp2100,-2.65,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,33,Papua,Cabai Rawit,79500.0,-1550.0,-Rp1550,-1.91,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,33,Papua,Cabai Rawit,63500.0,600.0,Rp600,0.95,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,33,Papua,Cabai Rawit,74950.0,-1950.0,-Rp1950,-2.54,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,33,Papua,Cabai Rawit,84000.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,33,Papua,Cabai Rawit,65200.0,-500.0,-Rp500,-0.76,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,33,Papua,Cabai Rawit,74550.0,-450.0,-Rp450,-0.6,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,33,Papua,Cabai Rawit,86250.0,1500.0,Rp1500,1.77,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,33,Papua,Cabai Rawit,65150.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,33,Papua,Cabai Rawit,65800.0,-400.0,-Rp400,-0.6,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,34,Papua Barat,Cabai Rawit,75000.0,2500.0,Rp2500,3.45,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,34,Papua Barat,Cabai Rawit,75000.0,2500.0,Rp2500,3.45,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,34,Papua Barat,Cabai Rawit,58750.0,-1250.0,-Rp1250,-2.08,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,34,Papua Barat,Cabai Rawit,92500.0,-2500.0,-Rp2500,-2.63,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,34,Papua Barat,Cabai Rawit,105000.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,34,Papua Barat,Cabai Rawit,65000.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,34,Papua Barat,Cabai Rawit,72500.0,-1250.0,-Rp1250,-1.69,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,34,Papua Barat,Cabai Rawit,112500.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,34,Papua Barat,Cabai Rawit,60000.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,34,Papua Barat,Cabai Rawit,62500.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,4,Riau,Cabai Rawit,49550.0,400.0,Rp400,0.81,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,4,Riau,Cabai Rawit,43950.0,-400.0,-Rp400,-0.9,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,4,Riau,Cabai Rawit,39300.0,-50.0,-Rp50,-0.13,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,4,Riau,Cabai Rawit,73050.0,13700.0,Rp13700,23.08,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,4,Riau,Cabai Rawit,80300.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,4,Riau,Cabai Rawit,57600.0,-350.0,-Rp350,-0.6,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,4,Riau,Cabai Rawit,50250.0,-200.0,-Rp200,-0.4,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,4,Riau,Cabai Rawit,47800.0,-450.0,-Rp450,-0.93,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,4,Riau,Cabai Rawit,37450.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,4,Riau,Cabai Rawit,48850.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,30,Sulawesi Barat,Cabai Rawit,34850.0,0.0,Rp0,0.0,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,30,Sulawesi Barat,Cabai Rawit,35650.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,30,Sulawesi Barat,Cabai Rawit,29150.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,30,Sulawesi Barat,Cabai Rawit,28550.0,-850.0,-Rp850,-2.89,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,30,Sulawesi Barat,Cabai Rawit,37750.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,30,Sulawesi Barat,Cabai Rawit,33950.0,-850.0,-Rp850,-2.44,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,30,Sulawesi Barat,Cabai Rawit,45850.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,30,Sulawesi Barat,Cabai Rawit,48100.0,0.0,Rp0,0.0,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,30,Sulawesi Barat,Cabai Rawit,43350.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,30,Sulawesi Barat,Cabai Rawit,53400.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,26,Sulawesi Selatan,Cabai Rawit,25650.0,-1850.0,-Rp1850,-6.73,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,26,Sulawesi Selatan,Cabai Rawit,26900.0,100.0,Rp100,0.37,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,26,Sulawesi Selatan,Cabai Rawit,22500.0,-250.0,-Rp250,-1.1,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,26,Sulawesi Selatan,Cabai Rawit,33300.0,5550.0,Rp5550,20.0,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,26,Sulawesi Selatan,Cabai Rawit,33200.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,26,Sulawesi Selatan,Cabai Rawit,27650.0,650.0,Rp650,2.41,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,26,Sulawesi Selatan,Cabai Rawit,51700.0,-3250.0,-Rp3250,-5.91,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,26,Sulawesi Selatan,Cabai Rawit,51050.0,-2400.0,-Rp2400,-4.49,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,26,Sulawesi Selatan,Cabai Rawit,38350.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,26,Sulawesi Selatan,Cabai Rawit,52950.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,28,Sulawesi Tengah,Cabai Rawit,48150.0,0.0,Rp0,0.0,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,28,Sulawesi Tengah,Cabai Rawit,50950.0,300.0,Rp300,0.59,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,28,Sulawesi Tengah,Cabai Rawit,36150.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,28,Sulawesi Tengah,Cabai Rawit,52850.0,6600.0,Rp6600,14.27,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,28,Sulawesi Tengah,Cabai Rawit,53150.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,28,Sulawesi Tengah,Cabai Rawit,42200.0,-450.0,-Rp450,-1.06,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,28,Sulawesi Tengah,Cabai Rawit,58450.0,-3750.0,-Rp3750,-6.03,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,28,Sulawesi Tengah,Cabai Rawit,89400.0,7200.0,Rp7200,8.76,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,28,Sulawesi Tengah,Cabai Rawit,45650.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,28,Sulawesi Tengah,Cabai Rawit,74400.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,27,Sulawesi Tenggara,Cabai Rawit,65600.0,-2850.0,-Rp2850,-4.16,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,27,Sulawesi Tenggara,Cabai Rawit,56250.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,27,Sulawesi Tenggara,Cabai Rawit,53150.0,-550.0,-Rp550,-1.02,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,27,Sulawesi Tenggara,Cabai Rawit,59100.0,1600.0,Rp1600,2.78,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,27,Sulawesi Tenggara,Cabai Rawit,57850.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,27,Sulawesi Tenggara,Cabai Rawit,42600.0,0.0,Rp0,0.0,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,27,Sulawesi Tenggara,Cabai Rawit,57850.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,27,Sulawesi Tenggara,Cabai Rawit,61600.0,-7150.0,-Rp7150,-10.4,31 Mar 26,PIHPS Bank Indonesia
2026-06-01,27,Sulawesi Tenggara,Cabai Rawit,63150.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,29,Sulawesi Utara,Cabai Rawit,46450.0,1850.0,Rp1850,4.15,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,29,Sulawesi Utara,Cabai Rawit,51600.0,-750.0,-Rp750,-1.43,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,29,Sulawesi Utara,Cabai Rawit,30900.0,-3050.0,-Rp3050,-8.98,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,29,Sulawesi Utara,Cabai Rawit,43700.0,5550.0,Rp5550,14.55,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,29,Sulawesi Utara,Cabai Rawit,34550.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,29,Sulawesi Utara,Cabai Rawit,36250.0,150.0,Rp150,0.42,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,29,Sulawesi Utara,Cabai Rawit,46550.0,-1600.0,-Rp1600,-3.32,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,29,Sulawesi Utara,Cabai Rawit,85000.0,-950.0,-Rp950,-1.11,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,29,Sulawesi Utara,Cabai Rawit,43700.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,29,Sulawesi Utara,Cabai Rawit,76900.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,3,Sumatera Barat,Cabai Rawit,40900.0,-1750.0,-Rp1750,-4.1,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,3,Sumatera Barat,Cabai Rawit,41150.0,-1750.0,-Rp1750,-4.08,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,3,Sumatera Barat,Cabai Rawit,39250.0,0.0,Rp0,0.0,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,3,Sumatera Barat,Cabai Rawit,52150.0,3250.0,Rp3250,6.65,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,3,Sumatera Barat,Cabai Rawit,76250.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,3,Sumatera Barat,Cabai Rawit,61650.0,-1850.0,-Rp1850,-2.91,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,3,Sumatera Barat,Cabai Rawit,42250.0,-250.0,-Rp250,-0.59,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,3,Sumatera Barat,Cabai Rawit,37650.0,-5000.0,-Rp5000,-11.72,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,3,Sumatera Barat,Cabai Rawit,35750.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
2026-06-01,3,Sumatera Barat,Cabai Rawit,43750.0,0.0,Rp0,0.0,29 Mei 26,PIHPS Bank Indonesia
2025-09-01,8,Sumatera Selatan,Cabai Rawit,43000.0,900.0,Rp900,2.14,29 Agt 25,PIHPS Bank Indonesia
2025-10-01,8,Sumatera Selatan,Cabai Rawit,45750.0,0.0,Rp0,0.0,30 Sep 25,PIHPS Bank Indonesia
2025-10-31,8,Sumatera Selatan,Cabai Rawit,40750.0,-2100.0,-Rp2100,-4.9,30 Okt 25,PIHPS Bank Indonesia
2025-12-01,8,Sumatera Selatan,Cabai Rawit,56400.0,7550.0,Rp7550,15.46,28 Nov 25,PIHPS Bank Indonesia
2026-01-01,8,Sumatera Selatan,Cabai Rawit,77150.0,0.0,Rp0,0.0,31 Des 25,PIHPS Bank Indonesia
2026-01-30,8,Sumatera Selatan,Cabai Rawit,61850.0,3950.0,Rp3950,6.82,29 Jan 26,PIHPS Bank Indonesia
2026-02-27,8,Sumatera Selatan,Cabai Rawit,66150.0,0.0,Rp0,0.0,26 Feb 26,PIHPS Bank Indonesia
2026-04-01,8,Sumatera Selatan,Cabai Rawit,49450.0,1000.0,Rp1000,2.06,31 Mar 26,PIHPS Bank Indonesia
2026-05-01,8,Sumatera Selatan,Cabai Rawit,59650.0,0.0,Rp0,0.0,30 Apr 26,PIHPS Bank Indonesia
